clase,grupo,cuenta,subcuenta,auxiliar,nombre,tipo,nivel,padre_id,descripcion,estado,codigo,registra_tercero,nombre_clase,REG
1,12,05,65,01,Servicios Sociales Y De Salud ,activo,5,1,,1,12056501,1,Clase 1,67
1,12,05,70,,OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS- SOCIALES Y PERSONALES ,activo,4,1,,1,120570,0,Clase 1,68
1,12,05,70,01,Otras Actividades De Servicios Comunitarios- Sociales Y Personales ,activo,5,1,,1,12057001,1,Clase 1,69
1,12,05,99,,AJUSTES POR INFLACION ,activo,4,1,,1,120599,0,Clase 1,70
1,12,05,99,01,Ajustes Por Inflacion ,activo,5,1,,1,12059901,1,Clase 1,71
1,12,10,,,CUOTAS O PARTES DE INTERES SOCIAL ,activo,3,1,Descripcion.Inversiones en acciones o participaciones. Nat. Débito Forma de Uso. Registra inversiones que generan rendimientos variables.,1,1210,0,Clase 1,72
1,12,10,05,,AGRICULTURA- GANADERIA- CAZA Y SILVICULTURA ,activo,4,1,,1,121005,0,Clase 1,73
1,12,10,05,01,Agricultura- Ganaderia- Caza Y Silvicultura ,activo,5,1,,1,12100501,1,Clase 1,74
1,12,10,10,,PESCA ,activo,4,1,,1,121010,0,Clase 1,75
1,12,10,10,01,Pesca ,activo,5,1,,1,12101001,1,Clase 1,76
1,12,10,15,,EXPLOTACION DE MINAS Y CANTERAS ,activo,4,1,,1,121015,0,Clase 1,77
1,12,10,15,01,Explotacion De Minas Y Canteras ,activo,5,1,,1,12101501,1,Clase 1,78
1,12,10,20,,INDUSTRIA MANUFACTURERA ,activo,4,1,,1,121020,0,Clase 1,79
1,12,10,20,01,Industria Manufacturera ,activo,5,1,,1,12102001,1,Clase 1,80
1,12,10,25,,SUMINISTRO DE ELECTRICIDAD- GAS Y AGUA ,activo,4,1,,1,121025,0,Clase 1,81
1,12,10,25,01,Suministro De Electricidad- Gas Y Agua ,activo,5,1,,1,12102501,1,Clase 1,82
1,12,10,30,,CONSTRUCCION ,activo,4,1,,1,121030,0,Clase 1,83
1,12,10,30,01,Construccion ,activo,5,1,,1,12103001,1,Clase 1,84
1,12,10,35,,COMERCIO AL POR MAYOR Y AL POR MENOR ,activo,4,1,,1,121035,0,Clase 1,85
1,12,10,35,01,Comercio Al Por Mayor Y Al Por Menor ,activo,5,1,,1,12103501,1,Clase 1,86
1,12,10,40,,HOTELES Y RESTAURANTES ,activo,4,1,,1,121040,0,Clase 1,87
1,12,10,40,01,Hoteles Y Restaurantes ,activo,5,1,,1,12104001,1,Clase 1,88
1,12,10,45,,TRANSPORTE- ALMACENAMIENTO Y COMUNICACIONES ,activo,4,1,,1,121045,0,Clase 1,89
1,12,10,45,01,Transporte- Almacenamiento Y Comunicaciones ,activo,5,1,,1,12104501,1,Clase 1,90
1,12,10,50,,ACTIVIDAD FINANCIERA ,activo,4,1,,1,121050,0,Clase 1,91
1,12,10,50,01,Actividad Financiera ,activo,5,1,,1,12105001,1,Clase 1,92
1,12,10,55,,ACTIVIDADES INMOBILIARIAS- EMPRESARIALES Y DE ALQUILER ,activo,4,1,,1,121055,0,Clase 1,93
1,12,10,55,01,Actividades Inmobiliarias- Empresariales Y De Alquiler ,activo,5,1,,1,12105501,1,Clase 1,94
1,12,10,60,,ENSEÑANZA ,activo,4,1,,1,121060,0,Clase 1,95
1,12,10,60,01,Enseñanza ,activo,5,1,,1,12106001,1,Clase 1,96
1,12,10,65,,SERVICIOS SOCIALES Y DE SALUD ,activo,4,1,,1,121065,0,Clase 1,97
1,12,10,65,01,Servicios Sociales Y De Salud ,activo,5,1,,1,12106501,1,Clase 1,98
1,12,10,70,,OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS- SOCIALES Y PERSONALES ,activo,4,1,,1,121070,0,Clase 1,99
1,12,10,70,01,Otras Actividades De Servicios Comunitarios- Sociales Y Personales ,activo,5,1,,1,12107001,1,Clase 1,100
1,12,10,99,,AJUSTES POR INFLACION ,activo,4,1,,1,121099,0,Clase 1,101
1,12,10,99,01,Ajustes Por Inflacion ,activo,5,1,,1,12109901,1,Clase 1,102
1,12,15,,,BONOS ,activo,3,1,,1,1215,0,Clase 1,103
1,12,15,05,,BONOS PUBLICOS MONEDA NACIONAL ,activo,4,1,,1,121505,0,Clase 1,104
1,12,15,05,01,Bonos Publicos Moneda Nacional ,activo,5,1,,1,12150501,1,Clase 1,105
1,12,15,10,,BONOS PUBLICOS MONEDA EXTRANJERA ,activo,4,1,,1,121510,0,Clase 1,106
1,12,15,10,01,Bonos Publicos Moneda Extranjera ,activo,5,1,,1,12151001,1,Clase 1,107
1,12,15,15,,BONOS ORDINARIOS ,activo,4,1,,1,121515,0,Clase 1,108
1,12,15,15,01,Bonos Ordinarios ,activo,5,1,,1,12151501,1,Clase 1,109
1,12,15,20,,BONOS CONVERTIBLES EN ACCIONES ,activo,4,1,,1,121520,0,Clase 1,110
1,12,15,20,01,Bonos Convertibles En Acciones ,activo,5,1,,1,12152001,1,Clase 1,111
1,12,15,95,,OTROS ,activo,4,1,,1,121595,0,Clase 1,112
1,12,15,95,01,Otros ,activo,5,1,,1,12159501,1,Clase 1,113
1,12,20,,,CEDULAS ,activo,3,1,,1,1220,0,Clase 1,114
1,12,20,05,,CEDULAS DE CAPITALIZACION ,activo,4,1,,1,122005,0,Clase 1,115
1,12,20,05,01,Cedulas De Capitalizacion ,activo,5,1,,1,12200501,1,Clase 1,116
1,12,20,10,,CEDULAS HIPOTECARIAS ,activo,4,1,,1,122010,0,Clase 1,117
1,12,20,10,01,Cedulas Hipotecarias ,activo,5,1,,1,12201001,1,Clase 1,118
1,12,20,15,,CEDULAS DE INVERSION ,activo,4,1,,1,122015,0,Clase 1,119
1,12,20,15,01,Cedulas De Inversion ,activo,5,1,,1,12201501,1,Clase 1,120
1,12,20,95,,OTRAS ,activo,4,1,,1,122095,0,Clase 1,121
1,12,20,95,01,Otras ,activo,5,1,,1,12209501,1,Clase 1,122
1,12,25,,,CERTIFICADOS ,activo,3,1,,1,1225,0,Clase 1,123
1,12,25,05,,CERTIFICADOS DE DEPOSITO A TERMINO (C.D.T.) ,activo,4,1,,1,122505,0,Clase 1,124
1,12,25,05,01,Certificados De Deposito A Termino (C.D.T.) ,activo,5,1,,1,12250501,1,Clase 1,125
1,12,25,10,,CERTIFICADOS DE DEPOSITO DE AHORRO ,activo,4,1,,1,122510,0,Clase 1,126
1,12,25,10,01,Certificados De Deposito De Ahorro ,activo,5,1,,1,12251001,1,Clase 1,127
1,12,25,15,,CERTIFICADOS DE AHORRO DE VALOR CONSTANTE (C.A.V.C.) ,activo,4,1,,1,122515,0,Clase 1,128
1,12,25,15,01,Certificados De Ahorro De Valor Constante (C.A.V.C.) ,activo,5,1,,1,12251501,1,Clase 1,129
1,12,25,20,,CERTIFICADOS DE CAMBIO ,activo,4,1,,1,122520,0,Clase 1,130
1,12,25,20,01,Certificados De Cambio ,activo,5,1,,1,12252001,1,Clase 1,131
1,12,25,25,,CERTIFICADOS CAFETEROS VALORIZABLES ,activo,4,1,,1,122525,0,Clase 1,132
1,12,25,25,01,Certificados Cafeteros Valorizables ,activo,5,1,,1,12252501,1,Clase 1,133
1,12,25,30,,CERTIFICADOS ELECTRICOS VALORIZABLES (C.E.V.) ,activo,4,1,,1,122530,0,Clase 1,134
1,12,25,30,01,Certificados Electricos Valorizables (C.E.V.) ,activo,5,1,,1,12253001,1,Clase 1,135
1,12,25,35,,CERTIFICADOS DE REEMBOLSO TRIBUTARIO (C.E.R.T.) ,activo,4,1,,1,122535,0,Clase 1,136
1,12,25,35,01,Certificados De Reembolso Tributario (C.E.R.T.) ,activo,5,1,,1,12253501,1,Clase 1,137
1,12,25,40,,CERTIFICADOS DE DESARROLLO TURISTICO ,activo,4,1,,1,122540,0,Clase 1,138
1,12,25,40,01,Certificados De Desarrollo Turistico ,activo,5,1,,1,12254001,1,Clase 1,139
1,12,25,45,,CERTIFICADOS DE INVERSION FORESTAL (C.I.F.) ,activo,4,1,,1,122545,0,Clase 1,140
1,12,25,45,01,Certificados De Inversion Forestal (C.I.F.) ,activo,5,1,,1,12254501,1,Clase 1,141
1,12,25,95,,OTROS ,activo,4,1,,1,122595,0,Clase 1,142
1,12,25,95,01,Otros ,activo,5,1,,1,12259501,1,Clase 1,143
1,12,30,,,PAPELES COMERCIALES ,activo,3,1,,1,1230,0,Clase 1,144
1,12,30,05,,EMPRESAS COMERCIALES ,activo,4,1,,1,123005,0,Clase 1,145
1,12,30,05,01,Empresas Comerciales ,activo,5,1,,1,12300501,1,Clase 1,146
1,12,30,10,,EMPRESAS INDUSTRIALES ,activo,4,1,,1,123010,0,Clase 1,147
1,12,30,10,01,Empresas Industriales ,activo,5,1,,1,12301001,1,Clase 1,148
1,12,30,15,,EMPRESAS DE SERVICIOS ,activo,4,1,,1,123015,0,Clase 1,149
1,12,30,15,01,Empresas De Servicios ,activo,5,1,,1,12301501,1,Clase 1,150
1,12,35,,,TITULOS ,activo,3,1,,1,1235,0,Clase 1,151
1,12,35,05,,TITULOS DE DESARROLLO AGROPECUARIO ,activo,4,1,,1,123505,0,Clase 1,152
1,12,35,05,01,Titulos De Desarrollo Agropecuario ,activo,5,1,,1,12350501,1,Clase 1,153
1,12,35,10,,TITULOS CANJEABLES POR CERTIFICADOS DE CAMBIO ,activo,4,1,,1,123510,0,Clase 1,154
1,12,35,10,01,Titulos Canjeables Por Certificados De Cambio ,activo,5,1,,1,12351001,1,Clase 1,155
1,12,35,15,,TITULOS DE TESORERIA (T.E.S.) ,activo,4,1,,1,123515,0,Clase 1,156
1,12,35,15,01,Titulos De Tesoreria (T.E.S.) ,activo,5,1,,1,12351501,1,Clase 1,157
1,12,35,20,,TITULOS DE PARTICIPACION ,activo,4,1,,1,123520,0,Clase 1,158
1,12,35,20,01,Titulos De Participacion ,activo,5,1,,1,12352001,1,Clase 1,159
1,12,35,25,,TITULOS DE CREDITO DE FOMENTO ,activo,4,1,,1,123525,0,Clase 1,160
1,12,35,25,01,Titulos De Credito De Fomento ,activo,5,1,,1,12352501,1,Clase 1,161
1,12,35,30,,TITULOS FINANCIEROS AGROINDUSTRIALES (T.F.A.) ,activo,4,1,,1,123530,0,Clase 1,162
1,12,35,30,01,Titulos Financieros Agroindustriales (T.F.A.) ,activo,5,1,,1,12353001,1,Clase 1,163
1,12,35,35,,TITULOS DE AHORRO CAFETERO (T.A.C.) ,activo,4,1,,1,123535,0,Clase 1,164
1,12,35,35,01,Titulos De Ahorro Cafetero (T.A.C.) ,activo,5,1,,1,12353501,1,Clase 1,165
1,12,35,40,,TITULOS DE AHORRO NACIONAL (T.A.N.) ,activo,4,1,,1,123540,0,Clase 1,166
1,12,35,40,01,Titulos De Ahorro Nacional (T.A.N.) ,activo,5,1,,1,12354001,1,Clase 1,167
1,12,35,45,,TITULOS ENERGETICOS DE RENTABILIDAD CRECIENTE (T.E.R.) ,activo,4,1,,1,123545,0,Clase 1,168
1,12,35,45,01,Titulos Energeticos De Rentabilidad Creciente (T.E.R.) ,activo,5,1,,1,12354501,1,Clase 1,169
1,12,35,50,,TITULOS DE AHORRO EDUCATIVO (T.A.E.) ,activo,4,1,,1,123550,0,Clase 1,170
1,12,35,50,01,Titulos De Ahorro Educativo (T.A.E.) ,activo,5,1,,1,12355001,1,Clase 1,171
1,12,35,55,,TITULOS FINANCIEROS INDUSTRIALES Y COMERCIALES ,activo,4,1,,1,123555,0,Clase 1,172
1,12,35,55,01,Titulos Financieros Industriales Y Comerciales ,activo,5,1,,1,12355501,1,Clase 1,173
1,12,35,60,,TESOROS ,activo,4,1,,1,123560,0,Clase 1,174
1,12,35,60,01,Tesoros ,activo,5,1,,1,12356001,1,Clase 1,175
1,12,35,65,,TITULOS DE DEVOLUCION DE IMPUESTOS NACIONALES (TIDIS) ,activo,4,1,,1,123565,0,Clase 1,176
1,12,35,65,01,Titulos De Devolucion De Impuestos Nacionales (Tidis) ,activo,5,1,,1,12356501,1,Clase 1,177
1,12,35,70,,TITULOS INMOBILIARIOS ,activo,4,1,,1,123570,0,Clase 1,178
1,12,35,70,01,Titulos Inmobiliarios ,activo,5,1,,1,12357001,1,Clase 1,179
1,12,35,95,,OTROS ,activo,4,1,,1,123595,0,Clase 1,180
1,12,35,95,01,Otros ,activo,5,1,,1,12359501,1,Clase 1,181
1,12,40,,,ACEPTACIONES BANCARIAS O FINANCIERAS ,activo,3,1,,1,1240,0,Clase 1,182
1,12,40,05,,BANCOS COMERCIALES ,activo,4,1,,1,124005,0,Clase 1,183
1,12,40,05,01,Bancos Comerciales ,activo,5,1,,1,12400501,1,Clase 1,184
1,12,40,10,,COMPAÑIAS DE FINANCIAMIENTO COMERCIAL ,activo,4,1,,1,124010,0,Clase 1,185
1,12,40,10,01,Compañias De Financiamiento Comercial ,activo,5,1,,1,12401001,1,Clase 1,186
1,12,40,15,,CORPORACIONES FINANCIERAS ,activo,4,1,,1,124015,0,Clase 1,187
1,12,40,15,01,Corporaciones Financieras ,activo,5,1,,1,12401501,1,Clase 1,188
1,12,40,95,,OTRAS ,activo,4,1,,1,124095,0,Clase 1,189
1,12,40,95,01,Otras ,activo,5,1,,1,12409501,1,Clase 1,190
1,12,45,,,DERECHOS FIDUCIARIOS ,activo,3,1,,1,1245,0,Clase 1,191
1,12,45,05,,FIDEICOMISOS DE INVERSION MONEDA NACIONAL ,activo,4,1,,1,124505,0,Clase 1,192
1,12,45,05,01,Fideicomisos De Inversion Moneda Nacional ,activo,5,1,,1,12450501,1,Clase 1,193
1,12,45,10,,FIDEICOMISOS DE INVERSION MONEDA EXTRANJERA ,activo,4,1,,1,124510,0,Clase 1,194
1,12,45,10,01,Fideicomisos De Inversion Moneda Extranjera ,activo,5,1,,1,12451001,1,Clase 1,195
1,12,50,,,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS (REPOS) ,activo,3,1,,1,1250,0,Clase 1,196
1,12,50,05,,ACCIONES ,activo,4,1,,1,125005,0,Clase 1,197
1,12,50,05,01,Acciones ,activo,5,1,,1,12500501,1,Clase 1,198
1,12,50,10,,CUOTAS O PARTES DE INTERES SOCIAL ,activo,4,1,,1,125010,0,Clase 1,199
1,12,50,10,01,Cuotas O Partes De Interes Social ,activo,5,1,,1,12501001,1,Clase 1,200
1,12,50,15,,BONOS ,activo,4,1,,1,125015,0,Clase 1,201
1,12,50,15,01,Bonos ,activo,5,1,,1,12501501,1,Clase 1,202
1,12,50,20,,CEDULAS ,activo,4,1,,1,125020,0,Clase 1,203
1,12,50,20,01,Cedulas ,activo,5,1,,1,12502001,1,Clase 1,204
1,12,50,25,,CERTIFICADOS ,activo,4,1,,1,125025,0,Clase 1,205
1,12,50,25,01,Certificados ,activo,5,1,,1,12502501,1,Clase 1,206
1,12,50,30,,PAPELES COMERCIALES ,activo,4,1,,1,125030,0,Clase 1,207
1,12,50,30,01,Papeles Comerciales ,activo,5,1,,1,12503001,1,Clase 1,208
1,12,50,35,,TITULOS ,activo,4,1,,1,125035,0,Clase 1,209
1,12,50,35,01,Titulos ,activo,5,1,,1,12503501,1,Clase 1,210
1,12,50,40,,ACEPTACIONES BANCARIAS O FINANCIERAS 125095 OTROS ,activo,4,1,,1,125040,0,Clase 1,211
1,12,50,40,01,Aceptaciones Bancarias O Financieras 125095 Otros ,activo,5,1,,1,12504001,1,Clase 1,212
1,12,50,99,,AJUSTES POR INFLACION ,activo,4,1,,1,125099,0,Clase 1,213
1,12,50,99,01,Ajustes Por Inflacion ,activo,5,1,,1,12509901,1,Clase 1,214
1,12,55,,,OBLIGATORIAS ,activo,3,1,,1,1255,0,Clase 1,215
1,12,55,05,,BONOS DE FINANCIAMIENTO ESPECIAL ,activo,4,1,,1,125505,0,Clase 1,216
1,12,55,05,01,Bonos De Financiamiento Especial ,activo,5,1,,1,12550501,1,Clase 1,217
1,12,55,10,,BONOS DE FINANCIAMIENTO PRESUPUESTAL ,activo,4,1,,1,125510,0,Clase 1,218
1,12,55,10,01,Bonos De Financiamiento Presupuestal ,activo,5,1,,1,12551001,1,Clase 1,219
1,12,55,15,,BONOS PARA DESARROLLO SOCIAL Y SEGURIDAD INTERNA (B.D.S.I.) ,activo,4,1,,1,125515,0,Clase 1,220
1,12,55,15,01,Bonos Para Desarrollo Social Y Seguridad Interna (B.D.S.I.) ,activo,5,1,,1,12551501,1,Clase 1,221
1,12,55,95,,OTRAS ,activo,4,1,,1,125595,0,Clase 1,222
1,12,55,95,01,Otras ,activo,5,1,,1,12559501,1,Clase 1,223
1,12,60,,,CUENTAS EN PARTICIPACION ,activo,3,1,,1,1260,0,Clase 1,224
1,12,60,99,,AJUSTES POR INFLACION ,activo,4,1,,1,126099,0,Clase 1,225
1,12,60,99,01,Ajustes Por Inflacion ,activo,5,1,,1,12609901,1,Clase 1,226
1,12,95,,,OTRAS INVERSIONES ,activo,3,1,,1,1295,0,Clase 1,227
1,12,95,05,,APORTES EN COOPERATIVAS ,activo,4,1,,1,129505,0,Clase 1,228
1,12,95,05,01,Aportes En Cooperativas ,activo,5,1,,1,12950501,1,Clase 1,229
1,12,95,10,,DERECHOS EN CLUBES SOCIALES ,activo,4,1,,1,129510,0,Clase 1,230
1,12,95,10,01,Derechos En Clubes Sociales ,activo,5,1,,1,12951001,1,Clase 1,231
1,12,95,15,,ACCIONES O DERECHOS EN CLUBES DEPORTIVOS ,activo,4,1,,1,129515,0,Clase 1,232
1,12,95,15,01,Acciones O Derechos En Clubes Deportivos ,activo,5,1,,1,12951501,1,Clase 1,233
1,12,95,20,,BONOS EN COLEGIOS ,activo,4,1,,1,129520,0,Clase 1,234
1,12,95,20,01,Bonos En Colegios ,activo,5,1,,1,12952001,1,Clase 1,235
1,12,95,95,,DIVERSAS ,activo,4,1,,1,129595,0,Clase 1,236
1,12,95,95,01,Diversas ,activo,5,1,,1,12959501,1,Clase 1,237
1,12,95,99,,AJUSTES POR INFLACION ,activo,4,1,,1,129599,0,Clase 1,238
1,12,95,99,01,Ajustes Por Inflacion ,activo,5,1,,1,12959901,1,Clase 1,239
1,12,99,,,PROVISIONES ,activo,3,1,,1,1299,0,Clase 1,240
1,12,99,05,,ACCIONES ,activo,4,1,,1,129905,0,Clase 1,241
1,12,99,05,01,Acciones ,activo,5,1,,1,12990501,1,Clase 1,242
1,12,99,10,,CUOTAS O PARTES DE INTERES SOCIAL ,activo,4,1,,1,129910,0,Clase 1,243
1,12,99,10,01,Cuotas O Partes De Interes Social ,activo,5,1,,1,12991001,1,Clase 1,244
1,12,99,15,,BONOS ,activo,4,1,,1,129915,0,Clase 1,245
1,12,99,15,01,Bonos ,activo,5,1,,1,12991501,1,Clase 1,246
1,12,99,20,,CEDULAS ,activo,4,1,,1,129920,0,Clase 1,247
1,12,99,20,01,Cedulas ,activo,5,1,,1,12992001,1,Clase 1,248
1,12,99,25,,CERTIFICADOS ,activo,4,1,,1,129925,0,Clase 1,249
1,12,99,25,01,Certificados ,activo,5,1,,1,12992501,1,Clase 1,250
1,12,99,30,,PAPELES COMERCIALES ,activo,4,1,,1,129930,0,Clase 1,251
1,12,99,30,01,Papeles Comerciales ,activo,5,1,,1,12993001,1,Clase 1,252
1,12,99,35,,TITULOS ,activo,4,1,,1,129935,0,Clase 1,253
1,12,99,35,01,Titulos ,activo,5,1,,1,12993501,1,Clase 1,254
1,12,99,40,,ACEPTACIONES BANCARIAS O FINANCIERAS ,activo,4,1,,1,129940,0,Clase 1,255
1,12,99,40,01,Aceptaciones Bancarias O Financieras ,activo,5,1,,1,12994001,1,Clase 1,256
1,12,99,45,,DERECHOS FIDUCIARIOS ,activo,4,1,,1,129945,0,Clase 1,257
1,12,99,45,01,Derechos Fiduciarios ,activo,5,1,,1,12994501,1,Clase 1,258
1,12,99,50,,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS ,activo,4,1,,1,129950,0,Clase 1,259
1,12,99,50,01,Derechos De Recompra De Inversiones Negociadas ,activo,5,1,,1,12995001,1,Clase 1,260
1,12,99,55,,OBLIGATORIAS ,activo,4,1,,1,129955,0,Clase 1,261
1,12,99,55,01,Obligatorias ,activo,5,1,,1,12995501,1,Clase 1,262
1,12,99,60,,CUENTAS EN PARTICIPACION ,activo,4,1,,1,129960,0,Clase 1,263
1,12,99,60,01,Cuentas En Participacion ,activo,5,1,,1,12996001,1,Clase 1,264
